"Timestamp","RuleTitle","Level","Computer","Channel","EventID","MitreTactics","MitreTags","OtherTags","RecordID","Details","ExtraFieldInfo","RuleFile","RuleID","EvtxFile"
"2025-12-23 13:51:39.774 +01:00","File Created","info","DESKTOP-G2OBL3D","Sysmon",11,"","","sysmon",172531,"Path: C:\Users\student\AppData\Local\Temp\__PSScriptPolicyTest_qpjklty4.4ds.ps1 ¦ Proc: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe ¦ PID: 1452 ¦ PGUID: E9F06A57-905B-694A-7102-000000002300","CreationUtcTime: 2025-12-23 12:51:39.761 ¦ RuleName: - ¦ User: DESKTOP-G2OBL3D\student ¦ UtcTime: 2025-12-23 12:51:39.763","Sysmon_11_Info_FileCreated.yml","8a76bcd8-dec2-4c8a-995d-a4600aad8fe2","C:\Tools\Logs\mc_discovery.evtx"
"2025-12-23 13:52:25.768 +01:00","File Created","info","DESKTOP-G2OBL3D","Sysmon",11,"","","sysmon",172533,"Path: C:\Users\student\AppData\Local\Temp\__PSScriptPolicyTest_uczlpsp0.kcl.ps1 ¦ Proc: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe ¦ PID: 7612 ¦ PGUID: E9F06A57-9089-694A-7202-000000002300","CreationUtcTime: 2025-12-23 12:52:25.756 ¦ RuleName: - ¦ User: DESKTOP-G2OBL3D\student ¦ UtcTime: 2025-12-23 12:52:25.756","Sysmon_11_Info_FileCreated.yml","8a76bcd8-dec2-4c8a-995d-a4600aad8fe2","C:\Tools\Logs\mc_discovery.evtx"
"2025-12-23 13:53:26.815 +01:00","File Created","info","DESKTOP-G2OBL3D","Sysmon",11,"","","sysmon",172535,"Path: C:\Users\student\AppData\Local\Temp\__PSScriptPolicyTest_vjttytob.lkt.ps1 ¦ Proc: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe ¦ PID: 1308 ¦ PGUID: E9F06A57-90C6-694A-7302-000000002300","CreationUtcTime: 2025-12-23 12:53:26.804 ¦ RuleName: - ¦ User: DESKTOP-G2OBL3D\student ¦ UtcTime: 2025-12-23 12:53:26.804","Sysmon_11_Info_FileCreated.yml","8a76bcd8-dec2-4c8a-995d-a4600aad8fe2","C:\Tools\Logs\mc_discovery.evtx"
"2025-12-23 13:54:11.834 +01:00","File Created","info","DESKTOP-G2OBL3D","Sysmon",11,"","","sysmon",172537,"Path: C:\Users\student\AppData\Local\Temp\__PSScriptPolicyTest_scz4onvj.bo2.ps1 ¦ Proc: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe ¦ PID: 4440 ¦ PGUID: E9F06A57-90F3-694A-7402-000000002300","CreationUtcTime: 2025-12-23 12:54:11.828 ¦ RuleName: - ¦ User: DESKTOP-G2OBL3D\student ¦ UtcTime: 2025-12-23 12:54:11.828","Sysmon_11_Info_FileCreated.yml","8a76bcd8-dec2-4c8a-995d-a4600aad8fe2","C:\Tools\Logs\mc_discovery.evtx"
"2025-12-23 13:54:48.907 +01:00","File Created","info","DESKTOP-G2OBL3D","Sysmon",11,"","","sysmon",172541,"Path: C:\Users\student\AppData\Local\Temp\__PSScriptPolicyTest_ivtrbasq.hr1.ps1 ¦ Proc: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe ¦ PID: 4080 ¦ PGUID: E9F06A57-9118-694A-7902-000000002300","CreationUtcTime: 2025-12-23 12:54:48.901 ¦ RuleName: - ¦ User: DESKTOP-G2OBL3D\student ¦ UtcTime: 2025-12-23 12:54:48.901","Sysmon_11_Info_FileCreated.yml","8a76bcd8-dec2-4c8a-995d-a4600aad8fe2","C:\Tools\Logs\mc_discovery.evtx"
"2025-12-23 13:55:51.084 +01:00","File Created","info","DESKTOP-G2OBL3D","Sysmon",11,"","","sysmon",172547,"Path: C:\Users\student\AppData\Local\Temp\__PSScriptPolicyTest_slszredb.vzl.ps1 ¦ Proc: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe ¦ PID: 6004 ¦ PGUID: E9F06A57-9156-694A-7D02-000000002300","CreationUtcTime: 2025-12-23 12:55:51.080 ¦ RuleName: - ¦ User: DESKTOP-G2OBL3D\student ¦ UtcTime: 2025-12-23 12:55:51.080","Sysmon_11_Info_FileCreated.yml","8a76bcd8-dec2-4c8a-995d-a4600aad8fe2","C:\Tools\Logs\mc_discovery.evtx"
"2025-12-23 13:56:31.050 +01:00","File Created","info","DESKTOP-G2OBL3D","Sysmon",11,"","","sysmon",172550,"Path: C:\Users\student\AppData\Local\Temp\__PSScriptPolicyTest_opevyil3.bpy.ps1 ¦ Proc: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe ¦ PID: 4064 ¦ PGUID: E9F06A57-917E-694A-8302-000000002300","CreationUtcTime: 2025-12-23 12:56:31.033 ¦ RuleName: - ¦ User: DESKTOP-G2OBL3D\student ¦ UtcTime: 2025-12-23 12:56:31.033","Sysmon_11_Info_FileCreated.yml","8a76bcd8-dec2-4c8a-995d-a4600aad8fe2","C:\Tools\Logs\mc_discovery.evtx"
"2025-12-23 13:57:23.049 +01:00","File Created","info","DESKTOP-G2OBL3D","Sysmon",11,"","","sysmon",172556,"Path: C:\Users\student\AppData\Local\Temp\__PSScriptPolicyTest_2zydgxsn.spn.ps1 ¦ Proc: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe ¦ PID: 8188 ¦ PGUID: E9F06A57-91B2-694A-8702-000000002300","CreationUtcTime: 2025-12-23 12:57:23.043 ¦ RuleName: - ¦ User: DESKTOP-G2OBL3D\student ¦ UtcTime: 2025-12-23 12:57:23.043","Sysmon_11_Info_FileCreated.yml","8a76bcd8-dec2-4c8a-995d-a4600aad8fe2","C:\Tools\Logs\mc_discovery.evtx"
"2025-12-23 13:56:15.257 +01:00","Reg Key Value Set (Sysmon Alert)","med","DESKTOP-G2OBL3D","Sysmon",13,"","","sysmon",172548,"Rule: InvDB-Pub ¦ EventType: SetValue ¦ TgtObj: \REGISTRY\A\{e3459250-f7b2-e4cf-ac87-a31809a0b4d5}\Root\InventoryApplication\000087892a992c8899fc2a4c37ff832795650000ffff\Publisher ¦ AutoIt Team ¦ Proc: C:\WINDOWS\system32\compattelrunner.exe ¦ PID: 8372 ¦ PGUID: E9F06A57-916E-694A-8102-000000002300","User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2025-12-23 12:56:15.256","Sysmon_13_RegKeyValueSet_RuleAlert.yml","78431930-a5c6-46ae-b02c-fcdc2a7325c2","C:\Tools\Logs\mc_discovery.evtx"
"2025-12-23 13:51:39.678 +01:00","Proc Exec","info","DESKTOP-G2OBL3D","Sysmon",1,"","","sysmon",172530,"Cmdline: powershell.exe -ExecutionPolicy Bypass -C $env:username ¦ Proc: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe ¦ User: DESKTOP-G2OBL3D\student ¦ ParentCmdline: ""C:\Users\Public\splunkd.exe"" -server http://192.168.201.129:8888 -group red ¦ LID: 0x18b20 ¦ LGUID: E9F06A57-7C75-694A-208B-010000000000 ¦ PID: 1452 ¦ PGUID: E9F06A57-905B-694A-7102-000000002300 ¦ ParentPID: 2972 ¦ ParentPGUID: E9F06A57-8EA3-694A-5C02-000000002300 ¦ Description: Windows PowerShell ¦ Product: Microsoft® Windows® Operating System ¦ Company: Microsoft Corporation ¦ Hashes: MD5=909A2EEC5534F01DFF87B7D47E57BFF7,SHA256=D3B4B97C2BF97D70E5655FF4C4CA1D8CEF9DED51685CFD764247CFDA98EE68DF,IMPHASH=AFACF6DC9041114B198160AAB4D0AE77","CurrentDirectory: C:\WINDOWS\system32\ ¦ FileVersion: 10.0.26100.1 (WinBuild.160101.0800) ¦ IntegrityLevel: High ¦ OriginalFileName: PowerShell.EXE ¦ ParentImage: C:\Users\Public\splunkd.exe ¦ RuleName: - ¦ TerminalSessionId: 1 ¦ UtcTime: 2025-12-23 12:51:39.661","Sysmon_1_Info_ProcExec.yml","85790e3e-e270-499f-a6ad-f8afe85c35f1","C:\Tools\Logs\mc_discovery.evtx"
